index,about_name,about_readlink,image_url,image_width,image_height,provider_type,provider_name,category,name,date_published,description,url
845,Hideo Kojima,https://api.cognitive.microsoft.com/api/v5/entities/7f5bcf44-867e-92eb-f256-8fc0b6a7eebd,https://www.bing.com/th?id=ON.02A850CD0D7F062806C7B7C5A88274B2&pid=News,659,700,Organization,International Business Times,Technology,"Hideo Kojima Aimed For The Moon For 'Death Stranding,' Will Now Go To Jupiter With Guerrilla's Decima Engine",2016-12-12T02:28:00,"Earlier this month, Hideo Kojima revealed that \u201cDeath Stranding\u201d will be powered by Guerrilla Games\u2019 Decima Engine, the same engine that runs \u201cHorizon Zero Dawn.\u201d In a set of tweets this past Saturday, Kojima likened the use of the game engine to ...",http://www.ibtimes.com/hideo-kojima-aimed-moon-death-stranding-will-now-go-jupiter-guerrillas-decima-engine-2458454
846,\u0218oar\u0219,https://api.cognitive.microsoft.com/api/v5/entities/49cf06ec-e6b3-21d8-3869-d389ba4350ae,https://www.bing.com/th?id=ON.062D0E6DDA7731FDAB0864A1613EB65C&pid=News,640,360,Organization,Investors Business Daily,ScienceAndTechnology,"Oil Soars To 17-Month High On Non-OPEC Deal, Saudi Surprise",2016-12-12T04:36:00,Oil prices soared nearly 5% in Sunday trading after non-OPEC producers such as Russia agreed to curb output and Saudi Arabia it would cut its own production by even more than planned. U.S. crude futures rose 4.8% to $53.95 a barrel in electronic trading ...,http://www.investors.com/news/oil-soars-more-than-5-on-non-opec-deal-saudi-surprise/
847,Jimmy Fallon,https://api.cognitive.microsoft.com/api/v5/entities/fe983f8e-b6be-f4a4-9135-fa6aab3a935b,https://www.bing.com/th?id=ON.2C94A59277EAC0B06BC585F775D09CD0&pid=News,700,466,Organization,Daily Beast,ScienceAndTechnology,How Stephen Colbert Quietly Trumped Jimmy Fallon Online,2016-12-12T05:40:00,"There is a new \u201cDigital King of Late Night\u201d on the scene. And his first name isn\u2019t Jimmy. According to the second annual study of late-night streaming viewership by the analytics firm Jumpshot, Stephen Colbert had the largest share of the online ...",http://www.thedailybeast.com/articles/2016/12/09/how-stephen-colbert-quietly-trumped-jimmy-fallon-online.html
848,World,https://api.cognitive.microsoft.com/api/v5/entities/ddb7c000-f710-87a0-dfc6-763c39ac30ee,https://www.bing.com/th?id=ON.27F1AE145411A94681651FAE07DDC9F4&pid=News,273,273,Organization,The Huffington Post,ScienceAndTechnology,Use These 12 Tools to Manage Your Business from Any Corner of the World (Infographic),2016-12-12T02:04:00,The internet has completely changed how businesses operate. Many companies are able to eliminate the traditional office setting and build an organization consisting of remote employees working from all areas of the world when leveraging the power the right ...,http://www.huffingtonpost.com/jonathan-long/use-these-12-tools-to-man_1_b_13513774.html
849,Aaron Rodgers,https://api.cognitive.microsoft.com/api/v5/entities/b59d847c-ce03-05d7-6242-517f19549b8c,https://www.bing.com/th?id=ON.3482BE084CBFECB24587AFE30BA4796A&pid=News,700,602,Organization,Chron,ScienceAndTechnology,Rodgers y Packers aplastan a Seattle,2016-12-12T02:25:00,"GREEN BAY, Wisconsin, EE.UU. (AP) \u2014 Aaron Rodgers acumuló 246 yardas en pases y tres touchdowns y los Packers de Green Bay vapulearon el domingo 38-10 a los Seahawks de Seattle. Russell Wilson, en cambio, tuvo un partido de pesadilla con un récord ...",http://www.chron.com/espanol/news/article/Rodgers-y-Packers-aplastan-a-Seattle-10789810.php
850,Matt Ryan,https://api.cognitive.microsoft.com/api/v5/entities/a89eb9d0-565a-46b3-b45c-eaf2a78c57be,https://www.bing.com/th?id=ON.9291D4636BC2BECAB1E57A580D4220E8&pid=News,700,467,Organization,Chron,ScienceAndTechnology,Ryan lanza para 3 touchdowns y Falcons apabullan a Rams,2016-12-12T02:25:00,LOS ÁNGELES (AP) \u2014 Matt Ryan lanzó para 237 yardas y tres anotaciones en un duelo en que los Falcons de Atlanta obligaron a cinco pérdidas de balón para apabullar el domingo 42-14 a los inoperantes Rams de Los Ángeles. Deion Jones interceptó un ...,http://www.chron.com/espanol/news/article/Ryan-lanza-para-3-touchdowns-y-Falcons-apabullan-10789800.php
851,Twitch,https://api.cognitive.microsoft.com/api/v5/entities/0fa93ee8-fc57-5f05-93f7-2bd403c9d343,https://www.bing.com/th?id=ON.76B49A354ABDD2453DA64DF9716C24B8&pid=News,700,466,Organization,The Verge,ScienceAndTechnology,Twitch introduces a new automated moderation tool to make chat friendlier,2016-12-12T18:59:00,"Twitch chat could soon be a lot friendlier: today the streaming service is introducing a new automated tool that\u2019s designed to create a \u201cpositive and inclusive chat experience.\u201d The moderation tool is called AutoMod, and according to Twitch it uses a ...",http://www.theverge.com/2016/12/12/13918712/twitch-automod-machine-learning-moderation-tool
852,Journal,https://api.cognitive.microsoft.com/api/v5/entities/da76d1db-136c-d9d4-f3c6-31e798f8945a,https://www.bing.com/th?id=ON.4B3772B6316D905AD428B3543D494F99&pid=News,700,466,Organization,The Wall Street Journal Blogs,ScienceAndTechnology,VMware Bets On Hyper-Converged Data Centers For Future Growth,2016-12-12T23:46:00,"VMware Inc., whose server virtualization technology helped spark the cloud computing phenomenon, is now looking to so-called hyperconvergence for future growth, and to its new relationship with Dell Technologies, for help. VMware has nearly doubled ...",http://blogs.wsj.com/cio/2016/12/12/vmware-bets-on-hyper-converged-data-centers-for-future-growth/
853,Donald Trump,https://api.cognitive.microsoft.com/api/v5/entities/1a466af2-ed23-25bd-794d-1ca925e4681b,https://www.bing.com/th?id=ON.A3BA4AF6FA08E2DFCF9EF6DDAF2B3C27&pid=News,700,393,Organization,ABC News,ScienceAndTechnology,Trump's Criticism of Russia Hacking Claim Could Haunt Him,2016-12-12T19:43:00,"Donald Trump is underscoring his doubts about the conclusion by U.S. intelligence that Russia sought through hacking to disrupt this year's election, renewing his skepticism Monday as he pits his judgment against the $52.7 billion espionage and analytical ...",http://abcnews.go.com/Politics/wireStory/trumps-criticism-russia-hacking-claim-haunt-44149178
854,Appalachian State University,https://api.cognitive.microsoft.com/api/v5/entities/bc3b4c60-3b86-8acb-c34b-ead984dfc37a,https://www.bing.com/th?id=ON.A5C26A8D078737EA2C83E04EB1FD6A22&pid=News,700,394,Organization,PC Magazine,Technology,Google-Funded App Aims to Helps Flint Residents Manage Water Crisis,2016-12-12T18:35:00,"The Mywater-Flint app shows where lead has been found in the drinking water, and where people can get clean H20. A new, Google-funded app aims to help residents and government agencies in Flint, Michigan, manage the ongoing water crisis there. Developed by ...",http://www.pcmag.com/news/350256/google-funded-app-aims-to-helps-flint-residents-manage-water
855,Role,https://api.cognitive.microsoft.com/api/v5/entities/675fdcb5-0077-b818-0d2a-4509a71669bf,https://www.bing.com/th?id=ON.9C5BD242C4AE99DF7971DFCF448B6A18&pid=News,700,467,Organization,CIO,Technology,Career Roadmap: Systems admin role isn\u2019t dead,2016-12-12T23:41:00,"With the ubiquity of cloud technology and the availability of modern systems administration tools that allow anyone from developers to administrative assistants to procure and provision servers and services, it's tempting to think that the role of the ...",http://www.cio.com/article/3149119/hiring/career-roadmap-systems-admin-role-isn-t-dead.html
856,NULL,NULL,https://www.bing.com/th?id=ON.6960BFEB47D7D39E5B305B5406C5BC89&pid=News,700,366,Organization,MSN,Technology,Major lab testing company hacked; 34K peoples' info obtained,2016-12-12T23:40:00,"Quest Diagnostics (DGX) announced late Monday that it is investigating an unauthorized intrusion into its network that exposed data from about 34,000 individuals. The hack took place on November 26 through the MyQuest by Care internet application, the ...",http://www.msn.com/en-us/money/companies/major-lab-testing-company-hacked-34k-peoples-info-obtained/ar-AAltT7e
857,Microsoft,https://api.cognitive.microsoft.com/api/v5/entities/a093e9b9-90f5-a3d5-c4b8-5855e1b01f85,https://www.bing.com/th?id=ON.3592B7426CEA99D62FEB576A00DBF3DC&pid=News,459,284,Organization,Ars Technica,ScienceAndTechnology,Microsoft\u2019s surprise hardware hit: The Surface Hub,2016-12-12T23:19:00,"Microsoft has hit a hardware home run that surprised even the people in Redmond. The Surface Hub conference room PC turns out to be selling like hotcakes, surpassing everyone's expectations. When Microsoft launched its Surface Hub conference room computers ...",http://arstechnica.com/information-technology/2016/12/microsofts-surface-hub-sales-surprisingly-strong-its-a-huge-hardware-hit/
858,NULL,NULL,https://www.bing.com/th?id=ON.40E15B7A11C242F2DD33B51F70792ACA&pid=News,200,100,Organization,EurekAlert!,ScienceAndTechnology,Leading survey platform launches first in-browser visualization tool for encrypted data,2016-12-12T19:19:00,"CAMBRIDGE, MA - December 12, 2016 - Dobility today announced the launch of the SurveyCTO ""Data Explorer,"" a first-of-its-kind tool for visualizing encrypted data from the convenience of a web browser. Available exclusively to SurveyCTO users, the Data ...",https://www.eurekalert.org/pub_releases/2016-12/d-lsp121216.php
859,Google,https://api.cognitive.microsoft.com/api/v5/entities/f39b29ec-05ee-d6cb-3070-ddaa0fb00ee0,https://www.bing.com/th?id=ON.9410F1C968B8C8514CF7BFD31ED1BF20&pid=News,700,393,Organization,Search Engine Land,Technology,Google launches Gboard keyboard features on Android devices,2016-12-12T23:37:00,"According to multiple reports, Gboard \u2014 Google\u2019s keyboard designed specifically for iOS devices \u2014 is now available on Android devices. A report from The Verge says that a Google Keyboard update is bringing Gboard features to Android, including the ...",http://searchengineland.com/google-launches-gboard-keyboard-features-android-devices-265318
860,Partnership,https://api.cognitive.microsoft.com/api/v5/entities/101b8a66-cc91-2151-68cd-20380d11bfa2,https://www.bing.com/th?id=ON.637F9EAA37EFE66C862FAADCAB3F1BA1&pid=News,700,505,Organization,CIO,Technology,2016 CEO Outlook: Engage in External Partnerships,2016-12-12T22:04:00,"In today\u2019s aggressively competitive business environment, fostering innovation is a top strategic priority for CEOs, who know they can\u2019t go it alone as disruptive technologies \u2014 from automation and data analytics to robotics \u2014 evolve at warp speed.",http://www.cio.com/article/3149534/cio-perspectives/2016-ceo-outlook-engage-in-external-partnerships.html
861,IEEE Spectrum,https://api.cognitive.microsoft.com/api/v5/entities/981fefc4-e1b9-eaf1-48cb-b10f46652e19,https://www.bing.com/th?id=ON.325FCB018BB2DE1DB0968D936B79EBF8&pid=News,300,225,Organization,IEEE Spectrum,Technology,"Wanted: In-flight Drone Charging, Itty-Bitty Spy Cams, and More",2016-12-12T20:42:00,"Every year, the U.S. Combating Terrorism Technical Support Office puts out a \u201cBroad Agency Announcement\u201d that describes technologies that it wishes it could purchase, but which don't yet exist. It's a sort of to-do list for technologists and engineers ...",http://spectrum.ieee.org/tech-talk/aerospace/military/wanted-wearable-chemical-sensors-wireless-recharging-stations-for-drones-and-ittybitty-spy-cams
862,Russia,https://api.cognitive.microsoft.com/api/v5/entities/ed4fce79-8ad4-352b-205b-e4db36c49bbe,https://www.bing.com/th?id=ON.2122273EB764792A13338B5619BEF3C9&pid=News,380,253,Organization,MLive,ScienceAndTechnology,"For unlikely tech hub in Russia, recession is a godsend",2016-12-12T23:33:00,"VORONEZH, Russia (AP) -- Russia's economy is in a quagmire thanks to sanctions and low oil prices, but it's a boom time for Mikhail Khorpyakov. The 32-year-old, who develops software for Russian and foreign clients, has seen his earnings rise over the last ...",http://www.mlive.com/news/us-world/index.ssf/2016/12/for_unlikely_tech_hub_in_russi.html
863,Ransomware,https://api.cognitive.microsoft.com/api/v5/entities/50b344db-4d21-b4bf-f3e0-335c1a6fce11,https://www.bing.com/th?id=ON.C67DC668A7D4AE02BEFED587FA3DEE96&pid=News,640,470,Organization,Beta News,ScienceAndTechnology,Fighting ransomware in the cloud,2016-12-12T17:27:00,"A recent survey of 500 businesses revealed that nearly half were brought to a standstill by a ransomware attack within the last 12 months. Ransomware is malware that installs covertly on a victim's computer, executes a crypto-virology attack that adversely ...",http://betanews.com/2016/12/12/cloud-ransomware/
864,Geography of Texas,https://api.cognitive.microsoft.com/api/v5/entities/9eb3bfc7-6732-f8f6-4510-22ebd367a294,https://www.bing.com/th?id=ON.BB45B88FB55EC6B813213C61FFD64B0C&pid=News,700,367,Organization,Dallas News,ScienceAndTechnology,9 gifts for every Texan on your list,2016-12-12T23:35:00,Don't miss a story. Like us on Facebook. Like Dallas News' Facebook Page Get Unlimited Digital Access Your first month is less than a dollar. $0.99 for first 4 weeks Subscribe Now It's difficult shopping for a true Texan. You have to casually check their ...,http://www.dallasnews.com/life/texana/2016/12/12/9-gifts-every-texan-list
865,Hawaii,https://api.cognitive.microsoft.com/api/v5/entities/b6f01eaf-aecf-44f6-b64d-1f6e982365c3,https://www.bing.com/th?id=ON.3E1CA6F1CE9DEBCA1F1546D6537C76BF&pid=News,700,393,Organization,The Business Journal,Technology,Billabong sees Hawaii as a 'bullseye' for surf apparel brand's growth,2016-12-12T23:58:00,"While the waves made a late appearance at this year\u2019s Pipe Masters, sponsor Billabong has shown up from Day One \u2014 the Australian apparel brand holds the naming rights to the decades-old surfing event on Hawaii\u2019s North Shore. Scott Hargreaves, global ...",http://www.bizjournals.com/pacific/news/2016/12/12/billabong-sees-hawaii-as-a-bullseye-for-surf.html
866,Macworld,https://api.cognitive.microsoft.com/api/v5/entities/709da5d5-eeca-ebaa-e156-31db19d05fee,https://www.bing.com/th?id=ON.1CEE2887EA8471A7224DE2547933E665&pid=News,116,116,Organization,Macworld Mac Central,Technology,Instagram rolls out its Live video feature in the U.S.,2016-12-12T23:34:00,"Instagram\u2019s latest features focus more on live streaming and less on photo sharing. On Monday, Instagram started rolling out its \u201cLive\u201d video-streaming feature to iOS and Android users in the U.S. The company first unveiled this feature in November ...",http://www.macworld.com/article/3149537/iphone-ipad/instagram-rolls-out-its-live-video-feature-in-the-u-s.html
